State,Avg Daily Distance(Km),Avg Daily Distance levels(Km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Engin Capacity Groups,Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Tamil Nadu,15.3,Lower Usage,Royal Enfield,Classic 350,"$378,221.00 ",2017,172,151-300 cc,Petrol,39.17,Third,2021,Expired,Dealer,"$228,603.03 ",Tier 3
Karnataka,21.32,Moderate Usage,Kawasaki,Ninja 300,"$338,874.00 ",2023,172,151-300 cc,Petrol,43.9,Second,2023,Not Available,Individual,"$187,146.55 ",Metro
Uttar Pradesh,47.18,High Usage,KTM,390 Adventure,"$59,791.00 ",2016,172,151-300 cc,Hybrid,69.82,Second,2016,Active,Dealer,"$35,074.56 ",Tier 3
West Bengal,47.5,High Usage,TVS,Ronin,"$292,104.00 ",2020,172,151-300 cc,Hybrid,70.62,First,2020,Active,Dealer,"$199,014.52 ",Tier 1
Delhi,32.3,Moderate Usage,Bajaj,Pulsar 150,"$177,394.00 ",2021,172,151-300 cc,Electric,71.16,First,2021,Not Available,Individual,"$75,101.58 ",Metro
Delhi,9.84,Lower Usage,Hero,Splendor Plus,"$394,079.00 ",2015,172,151-300 cc,Hybrid,72.49,Second,2016,Not Available,Dealer,"$304,944.38 ",Tier 2
West Bengal,58.03,High Usage,Honda,Activa,"$396,585.00 ",2020,172,151-300 cc,Electric,83.94,First,2020,Expired,Individual,"$298,194.10 ",Tier 2
Gujarat,46.08,High Usage,Royal Enfield,Hunter 350,"$300,280.00 ",2018,172,151-300 cc,Hybrid,89.04,First,2018,Not Available,Individual,"$147,035.59 ",Tier 3
Tamil Nadu,54.98,High Usage,Yamaha,FZ V3,"$288,983.00 ",2016,172,151-300 cc,Electric,94.44,Third,2016,Expired,Individual,"$138,436.14 ",Tier 1
Madhya Pradesh,23.74,Moderate Usage,Hero,Glamour,"$172,916.00 ",2021,172,151-300 cc,Hybrid,95.74,Second,2023,Expired,Individual,"$109,586.97 ",Metro
West Bengal,5.76,Lower Usage,Kawasaki,Ninja 400,"$129,168.00 ",2018,173,151-300 cc,Petrol,26.19,Third,2019,Active,Individual,"$73,966.11 ",Tier 2
Rajasthan,63.04,High Usage,Honda,Dio,"$253,319.00 ",2022,173,151-300 cc,Petrol,26.89,Third,2023,Not Available,Dealer,"$140,046.49 ",Tier 2
Madhya Pradesh,24.54,Moderate Usage,Kawasaki,Vulcan S,"$331,738.00 ",2021,173,151-300 cc,Petrol,33.17,Second,2024,Expired,Dealer,"$249,483.18 ",Tier 3
Delhi,66.75,High Usage,Yamaha,Ray ZR,"$155,064.00 ",2024,173,151-300 cc,Petrol,33.71,First,2024,Not Available,Dealer,"$110,432.08 ",Tier 3
Gujarat,19.47,Lower Usage,TVS,NTorq 125,"$308,433.00 ",2023,173,151-300 cc,Petrol,56.6,Third,2024,Active,Dealer,"$213,409.60 ",Metro
Tamil Nadu,67.55,High Usage,Royal Enfield,Hunter 350,"$233,905.00 ",2015,173,151-300 cc,Hybrid,62.55,First,2015,Not Available,Dealer,"$104,108.29 ",Tier 1
Punjab,42.04,High Usage,KTM,250 Duke,"$224,792.00 ",2024,173,151-300 cc,Electric,62.78,Third,2024,Not Available,Dealer,"$150,367.86 ",Metro
Punjab,32.94,Moderate Usage,Honda,Dio,"$256,611.00 ",2024,173,151-300 cc,Electric,64.03,First,2024,Expired,Dealer,"$123,042.52 ",Tier 3
Punjab,70.05,High Usage,Yamaha,R15 V4,"$175,982.00 ",2019,173,151-300 cc,Electric,91.82,First,2019,Active,Individual,"$122,183.94 ",Tier 2
West Bengal,74.92,High Usage,Hero,Glamour,"$102,025.00 ",2023,173,151-300 cc,Hybrid,93.23,Second,2024,Expired,Individual,"$53,694.45 ",Tier 2
Punjab,33.83,Moderate Usage,TVS,Apache RTR 160,"$62,790.00 ",2019,173,151-300 cc,Hybrid,94.36,Second,2023,Not Available,Individual,"$46,532.78 ",Tier 2
Karnataka,47.58,High Usage,Royal Enfield,Classic 350,"$342,612.00 ",2023,174,151-300 cc,Petrol,51.54,Third,2023,Active,Individual,"$255,267.28 ",Tier 2
Rajasthan,63.89,High Usage,Royal Enfield,Himalayan,"$359,878.00 ",2017,174,151-300 cc,Hybrid,60.87,First,2017,Expired,Dealer,"$161,340.16 ",Tier 3
Gujarat,19.26,Lower Usage,Kawasaki,Versys 650,"$272,741.00 ",2018,174,151-300 cc,Hybrid,73.23,Third,2019,Expired,Individual,"$140,840.03 ",Metro
Maharashtra,59.65,High Usage,KTM,125 Duke,"$338,129.00 ",2017,174,151-300 cc,Electric,75.91,Second,2019,Active,Individual,"$265,070.22 ",Tier 2
Gujarat,52.31,High Usage,Bajaj,Pulsar 150,"$64,874.00 ",2021,174,151-300 cc,Hybrid,78.49,Third,2022,Expired,Dealer,"$46,420.16 ",Tier 3
Maharashtra,18.16,Lower Usage,Yamaha,R15 V4,"$215,325.00 ",2020,174,151-300 cc,Hybrid,79.2,Third,2020,Not Available,Individual,"$100,173.90 ",Tier 3
Rajasthan,15.81,Lower Usage,TVS,NTorq 125,"$80,131.00 ",2024,174,151-300 cc,Electric,79.89,Second,2024,Active,Dealer,"$42,504.27 ",Tier 3
Tamil Nadu,8.13,Lower Usage,KTM,390 Adventure,"$230,477.00 ",2020,174,151-300 cc,Hybrid,80.97,Second,2023,Not Available,Dealer,"$104,795.74 ",Tier 2
Gujarat,61,High Usage,KTM,250 Duke,"$67,061.00 ",2023,174,151-300 cc,Electric,82.99,Third,2024,Expired,Individual,"$49,580.55 ",Metro
Rajasthan,30.48,Moderate Usage,Yamaha,FZ V3,"$192,503.00 ",2024,174,151-300 cc,Electric,84.12,First,2024,Active,Individual,"$119,614.15 ",Tier 3
West Bengal,47.21,High Usage,TVS,Apache RTR 160,"$273,626.00 ",2021,174,151-300 cc,Hybrid,86.24,Second,2022,Not Available,Dealer,"$159,189.26 ",Tier 2
West Bengal,19.41,Lower Usage,Bajaj,CT 100,"$266,293.00 ",2017,174,151-300 cc,Electric,97.38,First,2017,Expired,Dealer,"$174,807.68 ",Tier 2
Punjab,15.39,Lower Usage,TVS,Jupiter,"$155,496.00 ",2021,174,151-300 cc,Hybrid,98.99,Second,2021,Active,Dealer,"$120,140.27 ",Metro
Rajasthan,13.71,Lower Usage,Bajaj,CT 100,"$303,446.00 ",2023,175,151-300 cc,Petrol,40.47,Third,2023,Not Available,Dealer,"$143,211.99 ",Metro
Karnataka,73.08,High Usage,Bajaj,Dominar 400,"$350,277.00 ",2020,175,151-300 cc,Petrol,48.08,First,2020,Active,Dealer,"$201,236.21 ",Tier 3
Tamil Nadu,70.78,High Usage,Honda,Activa,"$280,514.00 ",2019,175,151-300 cc,Petrol,59.53,Third,2024,Active,Individual,"$166,694.88 ",Tier 2
Madhya Pradesh,37.48,Moderate Usage,KTM,RC 390,"$171,587.00 ",2019,175,151-300 cc,Electric,73.08,First,2019,Active,Dealer,"$126,661.21 ",Metro
Rajasthan,72.45,High Usage,Yamaha,FZ V3,"$57,183.00 ",2015,175,151-300 cc,Hybrid,73.25,Second,2016,Not Available,Individual,"$35,202.15 ",Tier 1
Gujarat,46.59,High Usage,KTM,Duke 200,"$281,377.00 ",2023,175,151-300 cc,Hybrid,79.15,Third,2023,Not Available,Dealer,"$198,561.92 ",Tier 1
Punjab,39.93,Moderate Usage,Yamaha,MT-15,"$194,838.00 ",2017,175,151-300 cc,Electric,89.42,Second,2019,Not Available,Dealer,"$135,955.55 ",Tier 1
Rajasthan,69.14,High Usage,KTM,250 Duke,"$380,086.00 ",2019,175,151-300 cc,Hybrid,89.43,Second,2023,Expired,Individual,"$228,000.07 ",Tier 2
Rajasthan,70.06,High Usage,Kawasaki,Ninja 300,"$291,372.00 ",2018,175,151-300 cc,Electric,90.95,First,2018,Expired,Dealer,"$148,545.86 ",Tier 3
Tamil Nadu,24.49,Moderate Usage,Hero,Glamour,"$234,922.00 ",2022,176,151-300 cc,Petrol,27.55,Second,2024,Not Available,Dealer,"$100,503.82 ",Tier 1
Madhya Pradesh,41.22,High Usage,Hero,Glamour,"$247,463.00 ",2018,176,151-300 cc,Petrol,37.28,Second,2022,Not Available,Dealer,"$169,963.81 ",Tier 2
Uttar Pradesh,26.88,Moderate Usage,Bajaj,Avenger 220,"$214,030.00 ",2016,176,151-300 cc,Petrol,52.02,Third,2018,Not Available,Dealer,"$91,233.30 ",Tier 2
Uttar Pradesh,76.52,High Usage,Kawasaki,Versys 650,"$311,445.00 ",2016,176,151-300 cc,Petrol,55.86,Second,2021,Expired,Individual,"$212,109.24 ",Tier 2
Madhya Pradesh,74.46,High Usage,KTM,125 Duke,"$188,398.00 ",2016,176,151-300 cc,Hybrid,65.97,Second,2020,Not Available,Dealer,"$103,492.34 ",Metro
Madhya Pradesh,66.08,High Usage,KTM,390 Adventure,"$363,317.00 ",2016,176,151-300 cc,Hybrid,66.66,Second,2023,Not Available,Dealer,"$219,643.89 ",Tier 3
Gujarat,51.57,High Usage,Kawasaki,Vulcan S,"$205,475.00 ",2015,176,151-300 cc,Electric,72.43,First,2015,Active,Individual,"$161,303.81 ",Metro
Punjab,38.87,Moderate Usage,KTM,RC 390,"$97,091.00 ",2017,176,151-300 cc,Electric,73.5,Third,2021,Expired,Individual,"$68,989.14 ",Metro
Gujarat,52.53,High Usage,KTM,Duke 200,"$266,871.00 ",2024,176,151-300 cc,Hybrid,75.76,Second,2024,Expired,Individual,"$155,859.54 ",Tier 1
Tamil Nadu,18,Lower Usage,TVS,NTorq 125,"$280,876.00 ",2018,176,151-300 cc,Electric,77.94,Second,2022,Expired,Dealer,"$208,853.53 ",Tier 2
Punjab,62.02,High Usage,Honda,Dio,"$327,874.00 ",2023,176,151-300 cc,Hybrid,78.48,Second,2023,Active,Dealer,"$131,663.19 ",Tier 2
Karnataka,66.19,High Usage,Bajaj,Pulsar 150,"$256,557.00 ",2016,176,151-300 cc,Electric,98.04,Third,2016,Active,Dealer,"$136,836.80 ",Tier 2
Karnataka,68.5,High Usage,TVS,Apache RTR 160,"$148,072.00 ",2015,177,151-300 cc,Petrol,26.13,Second,2022,Not Available,Individual,"$105,809.76 ",Tier 2
West Bengal,47.3,High Usage,Hero,Glamour,"$277,959.00 ",2024,177,151-300 cc,Electric,62.76,First,2024,Expired,Dealer,"$196,402.76 ",Tier 3
Maharashtra,75.35,High Usage,Yamaha,FZ V3,"$309,828.00 ",2023,177,151-300 cc,Hybrid,73.83,First,2023,Not Available,Individual,"$233,509.21 ",Tier 3
West Bengal,49.29,High Usage,Royal Enfield,Himalayan,"$352,253.00 ",2019,177,151-300 cc,Hybrid,86.69,Second,2021,Active,Individual,"$149,349.45 ",Tier 1
Delhi,16.45,Lower Usage,Yamaha,MT-15,"$297,704.00 ",2017,177,151-300 cc,Electric,88.53,Second,2017,Expired,Individual,"$205,815.44 ",Tier 3
Madhya Pradesh,59.41,High Usage,TVS,Apache RTR 160,"$217,978.00 ",2024,177,151-300 cc,Electric,90.75,Third,2024,Expired,Dealer,"$116,122.67 ",Metro
Madhya Pradesh,28.45,Moderate Usage,Bajaj,Dominar 400,"$124,572.00 ",2015,177,151-300 cc,Electric,93.33,Third,2015,Not Available,Dealer,"$80,786.82 ",Metro
Punjab,32.23,Moderate Usage,Kawasaki,Ninja 300,"$366,265.00 ",2020,178,151-300 cc,Petrol,26.52,Third,2024,Not Available,Individual,"$219,203.40 ",Tier 3
Gujarat,37.89,Moderate Usage,Honda,CBR 650R,"$332,857.00 ",2016,178,151-300 cc,Petrol,34.84,Second,2023,Expired,Dealer,"$225,376.19 ",Tier 3
Gujarat,59.5,High Usage,KTM,RC 390,"$261,446.00 ",2018,178,151-300 cc,Petrol,42.92,First,2018,Active,Individual,"$172,040.52 ",Tier 1
Gujarat,12.32,Lower Usage,Bajaj,Dominar 400,"$87,786.00 ",2016,178,151-300 cc,Electric,72.26,Second,2021,Expired,Dealer,"$45,368.97 ",Tier 3
Gujarat,24.82,Moderate Usage,Honda,Activa,"$354,989.00 ",2021,178,151-300 cc,Hybrid,72.94,Third,2021,Active,Individual,"$236,034.15 ",Tier 3
Punjab,29.44,Moderate Usage,Hero,Passion Pro,"$158,536.00 ",2016,178,151-300 cc,Electric,76.05,First,2016,Active,Dealer,"$70,266.31 ",Metro
West Bengal,41.48,High Usage,KTM,125 Duke,"$66,816.00 ",2022,178,151-300 cc,Electric,78.67,Third,2023,Not Available,Dealer,"$43,252.77 ",Tier 2
West Bengal,27.22,Moderate Usage,Bajaj,Dominar 400,"$140,272.00 ",2021,178,151-300 cc,Hybrid,82.47,Second,2021,Active,Individual,"$69,444.72 ",Tier 2
Maharashtra,40.71,Moderate Usage,Honda,CBR 650R,"$72,345.00 ",2016,178,151-300 cc,Electric,86.55,Third,2018,Not Available,Dealer,"$48,885.96 ",Tier 3
Delhi,71,High Usage,TVS,NTorq 125,"$178,749.00 ",2022,178,151-300 cc,Hybrid,87.92,Third,2024,Active,Dealer,"$127,616.22 ",Tier 3
Maharashtra,71.53,High Usage,TVS,Apache RTR 160,"$356,698.00 ",2018,178,151-300 cc,Hybrid,90.13,Second,2021,Expired,Dealer,"$281,486.07 ",Tier 3
Karnataka,67.8,High Usage,KTM,Duke 200,"$198,422.00 ",2015,178,151-300 cc,Electric,92.29,Third,2021,Expired,Dealer,"$99,180.16 ",Tier 1
Gujarat,48.69,High Usage,Hero,Glamour,"$110,563.00 ",2017,178,151-300 cc,Hybrid,92.64,Third,2020,Active,Dealer,"$86,644.75 ",Tier 1
Punjab,47.34,High Usage,Hero,HF Deluxe,"$391,809.00 ",2022,178,151-300 cc,Hybrid,99.26,First,2022,Active,Dealer,"$213,356.32 ",Tier 2
Delhi,45.22,High Usage,Honda,Dio,"$334,618.00 ",2021,179,151-300 cc,Petrol,41.15,Third,2021,Active,Individual,"$180,901.69 ",Tier 2
West Bengal,59.1,High Usage,Honda,Shine,"$258,846.00 ",2020,179,151-300 cc,Petrol,43.07,First,2020,Not Available,Individual,"$106,839.34 ",Tier 1
Gujarat,5.03,Lower Usage,Kawasaki,Z650,"$100,896.00 ",2021,179,151-300 cc,Electric,60.53,Third,2023,Expired,Dealer,"$55,471.59 ",Metro
Punjab,41.77,High Usage,Honda,Activa,"$331,309.00 ",2022,179,151-300 cc,Electric,65.53,First,2022,Expired,Dealer,"$233,167.25 ",Tier 2
Gujarat,28.15,Moderate Usage,Yamaha,FZ V3,"$235,217.00 ",2020,179,151-300 cc,Electric,82.99,First,2020,Active,Individual,"$159,092.55 ",Tier 1
Uttar Pradesh,72.73,High Usage,Kawasaki,Ninja 400,"$331,503.00 ",2019,179,151-300 cc,Electric,90.57,Third,2021,Expired,Individual,"$156,866.85 ",Metro
Delhi,35.84,Moderate Usage,TVS,Ronin,"$116,707.00 ",2023,179,151-300 cc,Hybrid,95.39,Second,2024,Active,Dealer,"$56,766.74 ",Metro
Madhya Pradesh,17.84,Lower Usage,Kawasaki,Ninja 300,"$96,686.00 ",2020,180,151-300 cc,Petrol,35.21,Third,2024,Not Available,Dealer,"$54,499.23 ",Tier 1
Madhya Pradesh,48.4,High Usage,Kawasaki,Versys 650,"$115,515.00 ",2017,180,151-300 cc,Petrol,41.77,Third,2022,Active,Individual,"$57,938.38 ",Tier 3
Maharashtra,5.45,Lower Usage,Yamaha,Fascino 125,"$285,679.00 ",2023,180,151-300 cc,Petrol,46.1,Second,2023,Active,Individual,"$192,079.85 ",Tier 2
Rajasthan,72.74,High Usage,Yamaha,Ray ZR,"$143,881.00 ",2019,180,151-300 cc,Petrol,46.54,Third,2019,Expired,Individual,"$100,225.19 ",Metro
Gujarat,28.94,Moderate Usage,Royal Enfield,Classic 350,"$92,547.00 ",2018,180,151-300 cc,Hybrid,66.04,Second,2018,Not Available,Dealer,"$68,246.49 ",Metro
Maharashtra,42.44,High Usage,Bajaj,CT 100,"$300,664.00 ",2024,180,151-300 cc,Hybrid,67.38,First,2024,Not Available,Individual,"$155,470.65 ",Tier 1
West Bengal,53.9,High Usage,Honda,Unicorn,"$347,678.00 ",2023,180,151-300 cc,Hybrid,77.01,First,2023,Expired,Dealer,"$189,765.86 ",Tier 2
Madhya Pradesh,76.86,High Usage,Kawasaki,Z650,"$130,041.00 ",2024,180,151-300 cc,Electric,79.18,First,2024,Active,Individual,"$67,708.97 ",Tier 2
Maharashtra,27.45,Moderate Usage,Royal Enfield,Meteor 350,"$303,471.00 ",2021,180,151-300 cc,Hybrid,93.03,Third,2024,Active,Dealer,"$125,193.35 ",Metro
Karnataka,78.09,High Usage,Honda,Shine,"$107,848.00 ",2024,180,151-300 cc,Electric,93.93,Third,2024,Active,Dealer,"$53,987.28 ",Tier 1
Madhya Pradesh,10.48,Lower Usage,Yamaha,MT-15,"$169,614.00 ",2021,180,151-300 cc,Electric,94.26,First,2021,Active,Individual,"$128,576.27 ",Metro
Rajasthan,61.78,High Usage,Hero,HF Deluxe,"$104,821.00 ",2024,180,151-300 cc,Electric,98.39,Second,2024,Not Available,Individual,"$59,631.76 ",Metro
Punjab,22.51,Moderate Usage,Bajaj,CT 100,"$175,521.00 ",2019,181,151-300 cc,Petrol,41.47,Second,2024,Active,Individual,"$86,466.79 ",Metro
West Bengal,13.46,Lower Usage,Hero,Glamour,"$52,711.00 ",2021,181,151-300 cc,Electric,68.14,Second,2024,Not Available,Individual,"$39,250.45 ",Metro
Rajasthan,10.39,Lower Usage,KTM,RC 390,"$253,266.00 ",2021,181,151-300 cc,Electric,70.59,First,2021,Not Available,Dealer,"$131,960.22 ",Tier 3
Karnataka,29.56,Moderate Usage,Yamaha,Ray ZR,"$132,582.00 ",2020,181,151-300 cc,Electric,78.53,Second,2021,Expired,Individual,"$68,800.03 ",Tier 3
Punjab,12.85,Lower Usage,Honda,Dio,"$168,566.00 ",2020,181,151-300 cc,Electric,81.8,Third,2024,Expired,Individual,"$120,651.45 ",Tier 2
Delhi,11.22,Lower Usage,Bajaj,CT 100,"$370,074.00 ",2020,181,151-300 cc,Electric,88.12,Second,2020,Expired,Dealer,"$211,888.46 ",Metro
Madhya Pradesh,7.07,Lower Usage,Honda,Unicorn,"$227,741.00 ",2017,181,151-300 cc,Hybrid,96.73,First,2017,Not Available,Individual,"$134,587.52 ",Tier 1
Uttar Pradesh,37,Moderate Usage,Kawasaki,Z650,"$316,789.00 ",2018,182,151-300 cc,Petrol,41.17,First,2018,Not Available,Individual,"$144,401.19 ",Tier 2
Karnataka,46.61,High Usage,Royal Enfield,Interceptor 650,"$346,428.00 ",2019,182,151-300 cc,Hybrid,63.08,First,2019,Active,Dealer,"$195,152.34 ",Tier 2
Uttar Pradesh,13.15,Lower Usage,Kawasaki,Ninja 300,"$85,992.00 ",2024,182,151-300 cc,Electric,64.26,Second,2024,Expired,Dealer,"$45,874.55 ",Metro
Punjab,42.3,High Usage,Honda,Dio,"$134,333.00 ",2015,182,151-300 cc,Hybrid,65.25,Second,2018,Expired,Dealer,"$98,887.65 ",Tier 3
Delhi,7.34,Lower Usage,Kawasaki,Ninja 400,"$244,413.00 ",2022,182,151-300 cc,Electric,72.94,First,2022,Expired,Individual,"$124,409.02 ",Tier 2
Punjab,16.85,Lower Usage,Honda,Unicorn,"$132,606.00 ",2019,182,151-300 cc,Electric,77.22,First,2019,Expired,Individual,"$86,953.45 ",Metro
Uttar Pradesh,53.06,High Usage,Bajaj,Dominar 400,"$195,370.00 ",2020,182,151-300 cc,Hybrid,77.54,Third,2023,Expired,Dealer,"$112,598.68 ",Tier 1
Rajasthan,65.98,High Usage,Hero,Xtreme 160R,"$115,329.00 ",2017,182,151-300 cc,Electric,78.89,Second,2019,Expired,Dealer,"$74,126.87 ",Metro
Delhi,60.36,High Usage,TVS,Jupiter,"$135,785.00 ",2019,182,151-300 cc,Electric,80.8,Second,2024,Not Available,Individual,"$61,611.39 ",Tier 3
Maharashtra,45.89,High Usage,Honda,Dio,"$86,691.00 ",2016,182,151-300 cc,Electric,92.66,Third,2023,Not Available,Individual,"$65,010.22 ",Tier 1
Madhya Pradesh,31.24,Moderate Usage,Kawasaki,Vulcan S,"$80,411.00 ",2023,182,151-300 cc,Hybrid,93.79,Third,2024,Not Available,Individual,"$40,136.35 ",Metro
West Bengal,72.76,High Usage,Kawasaki,Ninja 400,"$290,509.00 ",2017,182,151-300 cc,Hybrid,96.54,Third,2021,Active,Individual,"$163,183.92 ",Metro
Madhya Pradesh,77.57,High Usage,Honda,Activa,"$252,453.00 ",2018,182,151-300 cc,Electric,97.47,First,2018,Active,Dealer,"$122,365.04 ",Tier 2
Tamil Nadu,27.99,Moderate Usage,Kawasaki,Vulcan S,"$164,523.00 ",2017,183,151-300 cc,Petrol,40.25,Third,2020,Not Available,Dealer,"$96,811.28 ",Tier 1
West Bengal,56.16,High Usage,KTM,250 Duke,"$371,542.00 ",2023,183,151-300 cc,Petrol,50.58,Third,2024,Not Available,Individual,"$285,791.17 ",Metro
Punjab,64.53,High Usage,TVS,NTorq 125,"$81,310.00 ",2021,183,151-300 cc,Petrol,52.36,First,2021,Expired,Dealer,"$51,344.48 ",Metro
Uttar Pradesh,47.71,High Usage,TVS,NTorq 125,"$379,041.00 ",2022,183,151-300 cc,Petrol,57.85,Second,2024,Expired,Dealer,"$237,898.21 ",Tier 3
Punjab,54.36,High Usage,Hero,Splendor Plus,"$221,020.00 ",2021,183,151-300 cc,Hybrid,63,First,2021,Not Available,Individual,"$119,754.56 ",Metro
Tamil Nadu,44.6,High Usage,Kawasaki,Z650,"$126,827.00 ",2021,183,151-300 cc,Hybrid,66.73,Third,2021,Not Available,Individual,"$70,658.97 ",Metro
West Bengal,68.55,High Usage,Kawasaki,Versys 650,"$261,235.00 ",2018,183,151-300 cc,Electric,74.81,First,2018,Not Available,Dealer,"$161,321.84 ",Tier 2
Rajasthan,28.55,Moderate Usage,Bajaj,Pulsar 150,"$84,775.00 ",2024,183,151-300 cc,Electric,81.08,Third,2024,Expired,Dealer,"$35,655.38 ",Tier 2
Gujarat,16.93,Lower Usage,Royal Enfield,Meteor 350,"$384,103.00 ",2019,183,151-300 cc,Electric,85.6,Third,2021,Not Available,Dealer,"$266,442.67 ",Tier 2
Madhya Pradesh,31.8,Moderate Usage,Kawasaki,Versys 650,"$70,375.00 ",2016,183,151-300 cc,Hybrid,88.3,First,2016,Not Available,Dealer,"$30,194.60 ",Tier 1
Tamil Nadu,36.13,Moderate Usage,Bajaj,Pulsar 150,"$242,276.00 ",2019,183,151-300 cc,Hybrid,89.49,Second,2021,Active,Individual,"$160,085.84 ",Tier 2
Tamil Nadu,54.3,High Usage,Royal Enfield,Hunter 350,"$245,132.00 ",2015,183,151-300 cc,Electric,90.9,Second,2022,Active,Dealer,"$117,452.49 ",Tier 2
Punjab,36.07,Moderate Usage,Yamaha,FZ V3,"$247,744.00 ",2021,183,151-300 cc,Electric,94.71,Third,2021,Not Available,Dealer,"$101,366.99 ",Tier 1
Tamil Nadu,42.66,High Usage,Honda,Activa,"$89,052.00 ",2016,183,151-300 cc,Hybrid,95.17,Second,2022,Not Available,Individual,"$64,904.73 ",Tier 3
Gujarat,72.54,High Usage,Royal Enfield,Hunter 350,"$386,531.00 ",2023,183,151-300 cc,Hybrid,96.18,First,2023,Expired,Dealer,"$294,755.69 ",Tier 2
West Bengal,19.16,Lower Usage,Hero,HF Deluxe,"$61,941.00 ",2017,184,151-300 cc,Petrol,28.24,First,2017,Not Available,Individual,"$42,919.89 ",Metro
West Bengal,25.77,Moderate Usage,Honda,Unicorn,"$380,868.00 ",2019,184,151-300 cc,Petrol,29.05,Third,2019,Active,Individual,"$303,015.96 ",Tier 3
Maharashtra,55.64,High Usage,KTM,Duke 200,"$227,660.00 ",2023,184,151-300 cc,Petrol,31.86,Third,2023,Active,Dealer,"$163,246.68 ",Metro
Uttar Pradesh,11.64,Lower Usage,Hero,Splendor Plus,"$192,226.00 ",2023,184,151-300 cc,Petrol,45.22,Third,2024,Not Available,Individual,"$143,342.39 ",Tier 3
Uttar Pradesh,44.45,High Usage,Royal Enfield,Himalayan,"$371,817.00 ",2015,184,151-300 cc,Hybrid,68.32,Third,2024,Active,Individual,"$176,380.20 ",Metro
Madhya Pradesh,50.21,High Usage,Hero,HF Deluxe,"$298,909.00 ",2016,184,151-300 cc,Hybrid,75.52,Second,2019,Expired,Individual,"$230,612.70 ",Metro
Maharashtra,79.87,High Usage,Bajaj,Dominar 400,"$96,160.00 ",2020,184,151-300 cc,Hybrid,89.41,First,2020,Not Available,Individual,"$45,984.02 ",Tier 3
Madhya Pradesh,75.85,High Usage,Hero,Xtreme 160R,"$155,362.00 ",2021,184,151-300 cc,Hybrid,93.97,Third,2023,Active,Dealer,"$117,499.07 ",Tier 1
Tamil Nadu,42.88,High Usage,Royal Enfield,Classic 350,"$146,907.00 ",2021,185,151-300 cc,Petrol,27.65,Second,2021,Active,Dealer,"$68,324.84 ",Tier 2
Gujarat,58.33,High Usage,Honda,Shine,"$103,202.00 ",2017,185,151-300 cc,Petrol,32.68,Third,2021,Active,Individual,"$65,116.25 ",Tier 3
Uttar Pradesh,47.2,High Usage,Royal Enfield,Meteor 350,"$263,443.00 ",2015,185,151-300 cc,Petrol,36.38,Third,2023,Expired,Individual,"$108,772.08 ",Tier 2
Rajasthan,44.23,High Usage,Yamaha,Ray ZR,"$111,735.00 ",2020,185,151-300 cc,Petrol,43.42,Third,2022,Not Available,Dealer,"$65,865.50 ",Metro
Maharashtra,74.26,High Usage,Honda,Unicorn,"$57,953.00 ",2022,185,151-300 cc,Petrol,56.69,Second,2022,Not Available,Dealer,"$24,406.33 ",Tier 3
Karnataka,10.01,Lower Usage,Honda,CBR 650R,"$186,588.00 ",2022,185,151-300 cc,Hybrid,69.73,Second,2023,Not Available,Dealer,"$121,945.16 ",Tier 3
West Bengal,53.57,High Usage,Hero,Glamour,"$311,129.00 ",2021,185,151-300 cc,Electric,70.16,Third,2021,Expired,Individual,"$162,475.35 ",Metro
Tamil Nadu,26.16,Moderate Usage,KTM,Duke 200,"$171,681.00 ",2024,185,151-300 cc,Hybrid,70.55,Second,2024,Expired,Individual,"$109,069.50 ",Tier 3
Delhi,57.45,High Usage,Kawasaki,Z650,"$215,851.00 ",2017,185,151-300 cc,Electric,79.47,First,2017,Active,Individual,"$142,459.08 ",Tier 1
Delhi,34.5,Moderate Usage,TVS,NTorq 125,"$153,044.00 ",2016,185,151-300 cc,Electric,82.2,First,2016,Not Available,Individual,"$76,132.72 ",Tier 2
Madhya Pradesh,50.87,High Usage,Honda,CBR 650R,"$226,623.00 ",2022,185,151-300 cc,Electric,90.76,Third,2022,Expired,Dealer,"$108,248.40 ",Tier 1
Punjab,73.89,High Usage,TVS,Sport,"$106,833.00 ",2018,186,151-300 cc,Petrol,35.77,First,2018,Active,Individual,"$64,072.35 ",Tier 3
Maharashtra,10.03,Lower Usage,Bajaj,Avenger 220,"$101,116.00 ",2022,186,151-300 cc,Petrol,49.96,Second,2023,Active,Individual,"$53,109.65 ",Tier 3
West Bengal,22.09,Moderate Usage,KTM,Duke 200,"$217,537.00 ",2021,186,151-300 cc,Hybrid,70.84,Second,2022,Active,Dealer,"$152,530.24 ",Tier 2
Madhya Pradesh,53.04,High Usage,Royal Enfield,Classic 350,"$115,226.00 ",2022,186,151-300 cc,Electric,71.54,Second,2023,Expired,Dealer,"$60,886.54 ",Tier 2
Punjab,72.92,High Usage,KTM,250 Duke,"$138,246.00 ",2018,186,151-300 cc,Electric,77.48,Third,2021,Not Available,Individual,"$93,256.17 ",Metro
Rajasthan,26.2,Moderate Usage,Yamaha,Fascino 125,"$330,327.00 ",2017,186,151-300 cc,Hybrid,89.97,First,2017,Expired,Dealer,"$143,285.28 ",Metro
