State,Avg Daily Distance(Km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Karnataka,20.29,Kawasaki,Vulcan S,"$384,188.00 ",2020,204,Petrol,30.95,Second,2023,Expired,Dealer,"$241,387.88 ",Tier 3
Gujarat,39.5,Kawasaki,Z650,"$231,941.00 ",2017,204,Petrol,34.85,First,2017,Expired,Individual,"$135,923.51 ",Tier 1
Punjab,72.5,Honda,CBR 650R,"$130,042.00 ",2023,204,Petrol,40.29,Second,2024,Expired,Individual,"$81,080.64 ",Metro
Madhya Pradesh,63.58,Honda,CBR 650R,"$210,878.00 ",2016,204,Petrol,50.88,Third,2018,Expired,Dealer,"$137,929.95 ",Tier 1
Delhi,77.57,Yamaha,Fascino 125,"$169,660.00 ",2018,204,Electric,61.92,Second,2021,Active,Dealer,"$79,336.10 ",Metro
Punjab,56.77,Bajaj,Pulsar 150,"$210,785.00 ",2017,204,Hybrid,61.97,Third,2023,Active,Dealer,"$127,845.31 ",Metro
Madhya Pradesh,71.88,Royal Enfield,Himalayan,"$164,485.00 ",2017,204,Hybrid,73.06,First,2017,Active,Dealer,"$87,521.75 ",Tier 3
Gujarat,10.47,Royal Enfield,Hunter 350,"$168,570.00 ",2017,204,Hybrid,91.19,Third,2018,Expired,Dealer,"$132,480.41 ",Metro
Maharashtra,44.2,Honda,Dio,"$220,706.00 ",2019,205,Petrol,26.97,Second,2023,Active,Individual,"$104,336.40 ",Metro
Rajasthan,43.18,TVS,Ronin,"$391,793.00 ",2023,205,Petrol,32.63,Second,2023,Active,Dealer,"$205,730.98 ",Tier 1
Delhi,40.85,TVS,Jupiter,"$63,812.00 ",2018,205,Petrol,50.71,Second,2019,Expired,Dealer,"$38,175.59 ",Tier 1
Rajasthan,65.03,Hero,Glamour,"$379,121.00 ",2022,205,Electric,69.59,Second,2023,Expired,Individual,"$231,307.26 ",Tier 2
West Bengal,20.59,Hero,Splendor Plus,"$285,236.00 ",2018,205,Hybrid,71.09,Second,2020,Active,Individual,"$158,868.16 ",Tier 3
Punjab,38.6,Honda,Activa,"$253,988.00 ",2018,205,Hybrid,71.57,Third,2024,Active,Individual,"$172,006.15 ",Tier 1
Maharashtra,51.47,TVS,Jupiter,"$379,288.00 ",2020,205,Hybrid,81.07,First,2020,Not Available,Dealer,"$178,283.46 ",Tier 1
Gujarat,35.11,Yamaha,R15 V4,"$133,900.00 ",2023,205,Hybrid,90.31,First,2023,Expired,Dealer,"$85,025.27 ",Tier 3
Madhya Pradesh,60.36,Royal Enfield,Interceptor 650,"$278,869.00 ",2021,205,Electric,91.95,Second,2021,Not Available,Dealer,"$204,981.35 ",Tier 3
Madhya Pradesh,27.3,Honda,Activa,"$124,943.00 ",2017,206,Petrol,25.03,Second,2023,Expired,Dealer,"$87,680.28 ",Tier 2
Punjab,76.17,Bajaj,Avenger 220,"$388,227.00 ",2020,206,Petrol,43.88,Third,2023,Active,Dealer,"$281,694.91 ",Metro
Madhya Pradesh,18.9,Bajaj,Avenger 220,"$125,575.00 ",2022,206,Petrol,47.75,Third,2024,Active,Individual,"$61,232.55 ",Tier 3
Punjab,44.44,Honda,CBR 650R,"$210,366.00 ",2017,206,Petrol,53.14,First,2017,Active,Individual,"$165,025.77 ",Metro
Rajasthan,67.46,Bajaj,CT 100,"$380,004.00 ",2019,206,Electric,61.78,Second,2023,Active,Individual,"$202,072.38 ",Metro
Punjab,34.13,Royal Enfield,Himalayan,"$233,372.00 ",2020,206,Electric,62.93,Second,2022,Active,Individual,"$169,932.76 ",Tier 3
Gujarat,77.16,TVS,Jupiter,"$260,529.00 ",2015,206,Electric,65.28,Second,2017,Not Available,Dealer,"$124,905.48 ",Tier 3
Madhya Pradesh,60.78,Royal Enfield,Hunter 350,"$157,189.00 ",2024,206,Hybrid,65.59,Second,2024,Not Available,Dealer,"$108,322.07 ",Tier 2
Madhya Pradesh,12.41,Honda,Shine,"$194,359.00 ",2022,206,Electric,69.49,First,2022,Expired,Individual,"$150,434.76 ",Tier 2
West Bengal,31.88,Yamaha,R15 V4,"$67,031.00 ",2015,206,Hybrid,74.12,Second,2023,Not Available,Individual,"$34,942.50 ",Tier 1
Madhya Pradesh,31.26,Hero,Xtreme 160R,"$312,014.00 ",2019,206,Hybrid,76.16,Second,2020,Expired,Individual,"$177,499.12 ",Tier 3
Tamil Nadu,48,Kawasaki,Ninja 400,"$193,382.00 ",2019,206,Hybrid,92.7,First,2019,Expired,Dealer,"$97,376.05 ",Metro
Rajasthan,39.48,Royal Enfield,Interceptor 650,"$147,687.00 ",2015,206,Hybrid,97.94,Third,2023,Not Available,Dealer,"$64,326.22 ",Metro
Delhi,65.76,Royal Enfield,Hunter 350,"$275,772.00 ",2022,207,Petrol,26.89,Second,2023,Expired,Individual,"$188,261.03 ",Tier 1
Karnataka,19.14,Royal Enfield,Meteor 350,"$58,453.00 ",2022,207,Petrol,34.31,Second,2024,Expired,Dealer,"$33,831.95 ",Metro
Gujarat,10.68,Hero,Splendor Plus,"$220,230.00 ",2019,207,Petrol,45.29,First,2019,Active,Individual,"$140,024.45 ",Tier 3
Gujarat,20.1,Bajaj,Pulsar 150,"$258,509.00 ",2015,207,Petrol,45.72,Second,2019,Not Available,Dealer,"$201,046.20 ",Tier 1
Karnataka,24,Bajaj,Dominar 400,"$334,905.00 ",2021,207,Petrol,56.02,Third,2024,Active,Dealer,"$219,895.32 ",Tier 1
Gujarat,76.15,Honda,Dio,"$145,089.00 ",2017,207,Electric,64.16,Second,2020,Expired,Dealer,"$73,840.01 ",Tier 1
Maharashtra,78.16,Yamaha,FZ V3,"$361,837.00 ",2019,207,Hybrid,68.99,First,2019,Not Available,Dealer,"$283,969.80 ",Tier 2
Rajasthan,49.92,TVS,Sport,"$158,162.00 ",2019,207,Electric,77.79,First,2019,Active,Dealer,"$115,229.49 ",Tier 1
Punjab,79.26,Bajaj,Pulsar 150,"$315,620.00 ",2017,207,Hybrid,83.79,Third,2018,Not Available,Individual,"$218,204.46 ",Tier 2
Maharashtra,36.53,Yamaha,Ray ZR,"$157,338.00 ",2023,207,Electric,90.89,Second,2023,Active,Individual,"$86,969.11 ",Tier 2
Maharashtra,58.05,Hero,Xtreme 160R,"$180,808.00 ",2015,207,Electric,91.27,First,2015,Active,Dealer,"$109,523.42 ",Tier 2
Gujarat,68.29,Honda,Activa,"$244,049.00 ",2016,207,Hybrid,91.28,Second,2024,Expired,Individual,"$142,638.99 ",Tier 3
Maharashtra,73.38,Honda,Unicorn,"$94,641.00 ",2021,208,Petrol,37.57,Third,2024,Not Available,Individual,"$38,155.35 ",Metro
Madhya Pradesh,21.2,Hero,Xtreme 160R,"$83,880.00 ",2022,208,Hybrid,62.87,Third,2024,Not Available,Dealer,"$65,242.12 ",Metro
Uttar Pradesh,65.13,Kawasaki,Z650,"$138,256.00 ",2018,208,Hybrid,71.16,Second,2020,Not Available,Dealer,"$103,746.16 ",Tier 2
Maharashtra,22.56,Kawasaki,Vulcan S,"$387,027.00 ",2019,208,Electric,84.89,First,2019,Active,Individual,"$225,876.35 ",Tier 2
West Bengal,47.16,Honda,Unicorn,"$109,327.00 ",2015,208,Hybrid,90.92,Second,2022,Active,Individual,"$70,156.24 ",Tier 2
Karnataka,5.65,Bajaj,CT 100,"$361,526.00 ",2019,208,Hybrid,92.44,Second,2024,Not Available,Dealer,"$259,264.05 ",Tier 2
Gujarat,30.8,KTM,250 Duke,"$162,928.00 ",2024,208,Electric,94.06,First,2024,Active,Individual,"$67,710.19 ",Tier 3
Punjab,64.16,Bajaj,CT 100,"$229,448.00 ",2022,208,Hybrid,96.05,First,2022,Active,Dealer,"$100,507.12 ",Tier 2
West Bengal,24.93,KTM,Duke 200,"$274,498.00 ",2021,209,Petrol,26.74,First,2021,Expired,Individual,"$128,986.21 ",Tier 2
Uttar Pradesh,72.62,Honda,Shine,"$119,948.00 ",2018,209,Petrol,31.03,First,2018,Active,Individual,"$91,199.29 ",Tier 1
Uttar Pradesh,55.24,TVS,Apache RTR 160,"$247,109.00 ",2017,209,Petrol,40.79,First,2017,Expired,Individual,"$174,657.73 ",Metro
Gujarat,41.78,KTM,250 Duke,"$332,877.00 ",2021,209,Petrol,55.8,First,2021,Expired,Individual,"$164,708.21 ",Metro
Delhi,65.75,Royal Enfield,Interceptor 650,"$273,997.00 ",2022,209,Petrol,58.73,Second,2023,Active,Individual,"$215,428.56 ",Tier 2
Maharashtra,15.85,Honda,CBR 650R,"$211,538.00 ",2017,209,Petrol,58.9,Second,2021,Active,Dealer,"$141,387.08 ",Tier 3
Delhi,73.96,Hero,HF Deluxe,"$276,711.00 ",2023,209,Electric,61.69,Second,2023,Not Available,Dealer,"$166,081.14 ",Tier 3
Rajasthan,73.18,Honda,CBR 650R,"$227,205.00 ",2023,209,Electric,62.14,Second,2023,Not Available,Individual,"$99,955.50 ",Tier 2
Karnataka,62.88,TVS,NTorq 125,"$376,899.00 ",2015,209,Hybrid,64.35,Third,2015,Expired,Individual,"$253,319.77 ",Metro
Gujarat,27.71,Hero,Glamour,"$243,513.00 ",2023,209,Electric,64.62,Second,2023,Active,Dealer,"$140,683.05 ",Tier 1
Delhi,6.27,TVS,NTorq 125,"$358,421.00 ",2016,209,Electric,66.65,First,2016,Active,Individual,"$157,496.17 ",Tier 2
Punjab,5.97,Honda,Activa,"$332,641.00 ",2023,209,Hybrid,67.2,Second,2024,Expired,Individual,"$214,392.98 ",Tier 3
Rajasthan,73.79,Kawasaki,Z650,"$134,900.00 ",2023,209,Hybrid,69.89,Second,2024,Not Available,Individual,"$71,232.36 ",Tier 1
Gujarat,26.05,TVS,Apache RTR 160,"$377,176.00 ",2017,209,Hybrid,73.01,First,2017,Not Available,Dealer,"$274,342.46 ",Tier 2
Uttar Pradesh,48.07,KTM,250 Duke,"$129,099.00 ",2015,209,Hybrid,81.43,First,2015,Active,Dealer,"$65,959.79 ",Tier 1
Delhi,69.42,Royal Enfield,Interceptor 650,"$105,209.00 ",2021,209,Hybrid,84.27,Second,2024,Not Available,Dealer,"$81,112.04 ",Metro
Gujarat,60.33,Kawasaki,Versys 650,"$204,682.00 ",2024,209,Hybrid,85.47,First,2024,Not Available,Dealer,"$143,470.88 ",Tier 2
Punjab,64.09,Bajaj,CT 100,"$119,036.00 ",2018,209,Hybrid,90.03,Second,2023,Expired,Dealer,"$85,305.12 ",Tier 1
Tamil Nadu,43.33,Royal Enfield,Hunter 350,"$62,313.00 ",2018,209,Hybrid,92.7,Third,2018,Not Available,Dealer,"$25,450.67 ",Tier 1
Gujarat,46.83,Royal Enfield,Meteor 350,"$83,677.00 ",2018,210,Petrol,26.01,Second,2023,Not Available,Dealer,"$53,718.48 ",Tier 2
Maharashtra,44.48,Kawasaki,Vulcan S,"$377,539.00 ",2019,210,Petrol,30.97,First,2019,Not Available,Individual,"$151,275.45 ",Tier 2
Gujarat,20.55,Hero,Splendor Plus,"$111,710.00 ",2016,210,Petrol,36.48,Second,2019,Active,Dealer,"$48,923.55 ",Tier 3
Karnataka,29.81,TVS,NTorq 125,"$289,274.00 ",2021,210,Petrol,40.24,Third,2024,Active,Dealer,"$155,066.08 ",Metro
Punjab,79.63,TVS,Ronin,"$275,451.00 ",2019,210,Petrol,58.98,Third,2023,Active,Individual,"$164,816.50 ",Tier 2
Maharashtra,37.17,Honda,Activa,"$192,034.00 ",2019,210,Electric,62.34,Third,2023,Not Available,Individual,"$88,261.22 ",Tier 3
Karnataka,64.09,Hero,Splendor Plus,"$340,793.00 ",2016,210,Electric,63.35,Third,2020,Active,Dealer,"$215,870.42 ",Tier 2
Tamil Nadu,12.94,Honda,Activa,"$297,464.00 ",2024,210,Hybrid,64.35,First,2024,Active,Dealer,"$206,877.58 ",Tier 3
West Bengal,47.44,Royal Enfield,Hunter 350,"$225,506.00 ",2024,210,Electric,74.55,Second,2024,Expired,Individual,"$122,255.24 ",Metro
Uttar Pradesh,67.61,Hero,HF Deluxe,"$54,907.00 ",2023,210,Hybrid,74.69,Second,2023,Expired,Individual,"$34,277.97 ",Tier 3
Delhi,19.94,Bajaj,CT 100,"$110,369.00 ",2015,210,Hybrid,74.89,Third,2020,Active,Individual,"$80,378.40 ",Tier 2
Karnataka,76.94,Royal Enfield,Meteor 350,"$102,101.00 ",2021,210,Electric,96.82,Second,2022,Expired,Dealer,"$69,842.89 ",Tier 3
Gujarat,33.8,Hero,Splendor Plus,"$171,459.00 ",2015,210,Hybrid,97.2,Second,2024,Active,Dealer,"$123,294.77 ",Tier 2
Rajasthan,73.97,Kawasaki,Ninja 400,"$395,880.00 ",2015,210,Hybrid,97.76,Third,2020,Expired,Dealer,"$182,547.34 ",Metro
Karnataka,34.22,Kawasaki,Vulcan S,"$159,997.00 ",2020,211,Petrol,26.66,First,2020,Expired,Individual,"$114,169.36 ",Tier 3
West Bengal,79.42,Bajaj,Pulsar 150,"$116,618.00 ",2024,211,Petrol,58.28,Second,2024,Active,Individual,"$79,975.76 ",Tier 2
West Bengal,36.94,Royal Enfield,Himalayan,"$170,910.00 ",2024,211,Electric,61.91,Third,2024,Not Available,Individual,"$103,132.98 ",Tier 2
Madhya Pradesh,6.52,Kawasaki,Z650,"$61,575.00 ",2023,211,Electric,66.23,Third,2023,Not Available,Individual,"$28,786.06 ",Tier 1
West Bengal,40.49,Kawasaki,Ninja 400,"$369,542.00 ",2019,211,Electric,70.6,Third,2019,Not Available,Dealer,"$223,061.69 ",Metro
Tamil Nadu,9.88,TVS,Ronin,"$124,652.00 ",2020,211,Hybrid,71.81,Second,2022,Expired,Dealer,"$58,248.60 ",Tier 2
Tamil Nadu,59.62,Hero,Xtreme 160R,"$255,070.00 ",2022,211,Hybrid,79.76,Second,2024,Not Available,Dealer,"$171,882.64 ",Tier 2
Gujarat,29.21,TVS,Jupiter,"$244,561.00 ",2017,211,Hybrid,84.36,Third,2023,Expired,Dealer,"$187,052.68 ",Tier 2
West Bengal,6.49,Royal Enfield,Interceptor 650,"$185,248.00 ",2024,211,Electric,92.15,Third,2024,Not Available,Individual,"$113,504.82 ",Metro
Karnataka,54.97,Yamaha,MT-15,"$169,064.00 ",2020,211,Electric,92.93,Third,2020,Not Available,Individual,"$130,020.23 ",Metro
Delhi,6.58,Bajaj,Pulsar 150,"$293,898.00 ",2016,212,Petrol,30.02,Third,2022,Expired,Dealer,"$203,366.95 ",Tier 3
Rajasthan,57.12,Hero,HF Deluxe,"$175,457.00 ",2020,212,Petrol,34.08,Second,2022,Not Available,Individual,"$126,203.63 ",Metro
Punjab,50.64,Kawasaki,Ninja 300,"$297,573.00 ",2018,212,Petrol,35.05,First,2018,Active,Individual,"$174,129.50 ",Tier 3
Rajasthan,79.84,Hero,Passion Pro,"$61,838.00 ",2023,212,Petrol,36.87,Second,2024,Not Available,Dealer,"$37,965.50 ",Metro
Maharashtra,60.6,Kawasaki,Ninja 400,"$343,338.00 ",2015,212,Petrol,52.03,Second,2022,Active,Dealer,"$204,239.69 ",Metro
Uttar Pradesh,38.91,Bajaj,Dominar 400,"$76,666.00 ",2018,212,Petrol,52.75,First,2018,Not Available,Dealer,"$44,181.70 ",Tier 2
West Bengal,13.84,Kawasaki,Z650,"$78,061.00 ",2022,212,Hybrid,73.79,First,2022,Not Available,Dealer,"$56,031.32 ",Tier 2
Tamil Nadu,76.64,Hero,Xtreme 160R,"$372,368.00 ",2019,212,Electric,83.89,First,2019,Not Available,Individual,"$252,288.73 ",Tier 1
Delhi,52.25,Bajaj,Platina 110,"$277,106.00 ",2020,212,Electric,86.83,Third,2022,Not Available,Dealer,"$136,391.40 ",Tier 3
Punjab,23.39,Bajaj,Dominar 400,"$394,978.00 ",2022,212,Hybrid,91.84,Second,2023,Expired,Individual,"$229,811.21 ",Tier 3
Gujarat,64.78,Royal Enfield,Interceptor 650,"$354,480.00 ",2016,212,Hybrid,93.67,Third,2023,Active,Dealer,"$190,537.81 ",Tier 3
West Bengal,11.73,Hero,Xtreme 160R,"$216,337.00 ",2016,213,Petrol,36.38,Second,2024,Not Available,Dealer,"$159,408.22 ",Tier 1
Karnataka,73.02,Kawasaki,Versys 650,"$51,048.00 ",2019,213,Petrol,55.61,Third,2022,Not Available,Individual,"$36,888.78 ",Metro
Madhya Pradesh,43.67,Bajaj,Platina 110,"$222,220.00 ",2022,213,Electric,66.02,First,2022,Not Available,Dealer,"$101,514.44 ",Metro
Uttar Pradesh,19.74,Royal Enfield,Interceptor 650,"$101,298.00 ",2020,213,Hybrid,72.74,Second,2020,Not Available,Individual,"$61,970.79 ",Tier 1
Karnataka,8.57,KTM,RC 390,"$142,575.00 ",2023,213,Electric,76.62,Second,2024,Active,Individual,"$83,711.94 ",Tier 2
Uttar Pradesh,32.84,KTM,125 Duke,"$289,759.00 ",2017,213,Hybrid,77.43,Third,2019,Active,Individual,"$125,584.92 ",Tier 1
Tamil Nadu,7.63,Honda,Unicorn,"$348,235.00 ",2016,213,Hybrid,96.76,Third,2017,Active,Individual,"$177,881.51 ",Tier 2
Uttar Pradesh,56.06,Kawasaki,Versys 650,"$123,347.00 ",2020,214,Petrol,27.93,Second,2023,Not Available,Dealer,"$65,008.12 ",Metro
Uttar Pradesh,28.5,Kawasaki,Ninja 400,"$381,599.00 ",2021,214,Petrol,34.59,Second,2021,Active,Individual,"$208,769.35 ",Tier 3
Gujarat,72.65,Hero,Splendor Plus,"$362,500.00 ",2023,214,Petrol,39.26,First,2023,Expired,Dealer,"$178,143.96 ",Tier 1
Tamil Nadu,30.98,TVS,Ronin,"$395,765.00 ",2024,214,Petrol,41.3,Second,2024,Active,Dealer,"$231,713.25 ",Tier 3
Gujarat,26.24,Kawasaki,Vulcan S,"$264,774.00 ",2017,214,Petrol,45.1,First,2017,Not Available,Individual,"$186,103.94 ",Tier 1
Gujarat,42.57,KTM,RC 390,"$153,928.00 ",2016,214,Petrol,57.43,First,2016,Expired,Dealer,"$86,849.91 ",Tier 1
Tamil Nadu,32.1,Bajaj,Dominar 400,"$68,008.00 ",2023,214,Hybrid,65.4,First,2023,Active,Dealer,"$28,509.55 ",Tier 1
Uttar Pradesh,77.11,Kawasaki,Ninja 400,"$293,512.00 ",2020,214,Hybrid,71.75,First,2020,Active,Dealer,"$188,793.23 ",Tier 2
Maharashtra,58.32,TVS,NTorq 125,"$255,049.00 ",2024,214,Electric,85.05,Third,2024,Active,Dealer,"$151,968.31 ",Tier 1
Karnataka,48.92,Kawasaki,Vulcan S,"$84,404.00 ",2015,214,Hybrid,92.72,Third,2019,Active,Dealer,"$53,495.57 ",Tier 1
Gujarat,8.55,Hero,Passion Pro,"$328,639.00 ",2018,214,Electric,93.37,Second,2024,Not Available,Individual,"$188,122.49 ",Tier 3
Tamil Nadu,13.62,TVS,Sport,"$365,636.00 ",2015,214,Hybrid,96.96,Second,2021,Not Available,Dealer,"$249,866.30 ",Metro
Uttar Pradesh,31.14,Bajaj,Pulsar 150,"$235,938.00 ",2016,215,Petrol,26.43,Second,2016,Active,Individual,"$167,704.98 ",Tier 3
Rajasthan,65.34,KTM,Duke 200,"$303,391.00 ",2017,215,Petrol,34.56,Third,2022,Active,Dealer,"$180,908.61 ",Tier 3
Rajasthan,15.12,Kawasaki,Versys 650,"$142,557.00 ",2023,215,Petrol,39.9,Second,2023,Active,Dealer,"$74,995.88 ",Metro
Karnataka,66.91,Royal Enfield,Hunter 350,"$246,477.00 ",2017,215,Petrol,43.16,First,2017,Not Available,Dealer,"$160,117.28 ",Tier 3
Karnataka,13.4,Bajaj,Dominar 400,"$221,192.00 ",2024,215,Petrol,45.33,First,2024,Expired,Individual,"$165,586.90 ",Tier 1
Uttar Pradesh,15.05,Bajaj,CT 100,"$112,523.00 ",2015,215,Petrol,46.42,First,2015,Expired,Individual,"$64,904.06 ",Tier 2
Madhya Pradesh,55.2,Hero,Glamour,"$346,503.00 ",2024,215,Petrol,58.34,First,2024,Not Available,Individual,"$164,299.28 ",Tier 3
Uttar Pradesh,25.91,Kawasaki,Ninja 300,"$297,003.00 ",2018,215,Hybrid,74.63,Second,2024,Expired,Individual,"$221,594.36 ",Tier 3
Karnataka,23.5,Yamaha,MT-15,"$357,116.00 ",2022,215,Electric,79.33,Third,2023,Not Available,Individual,"$213,456.66 ",Tier 3
Maharashtra,79.2,Kawasaki,Ninja 300,"$144,475.00 ",2018,215,Electric,89.56,First,2018,Active,Individual,"$59,047.97 ",Metro
Karnataka,43.9,KTM,390 Adventure,"$224,757.00 ",2016,216,Petrol,53.43,Second,2017,Expired,Individual,"$148,058.69 ",Metro
Gujarat,64.6,Honda,Activa,"$227,072.00 ",2019,216,Hybrid,63.76,First,2019,Expired,Individual,"$132,422.52 ",Tier 1
Tamil Nadu,59.42,Royal Enfield,Interceptor 650,"$302,141.00 ",2021,216,Hybrid,64.06,Second,2021,Active,Individual,"$220,116.69 ",Tier 3
Delhi,31.17,TVS,Apache RTR 160,"$54,601.00 ",2018,216,Hybrid,67.64,Second,2018,Expired,Individual,"$39,165.69 ",Metro
Rajasthan,56.64,KTM,RC 390,"$399,424.00 ",2016,216,Electric,70.49,Third,2020,Active,Dealer,"$264,211.83 ",Tier 1
Madhya Pradesh,27.67,KTM,125 Duke,"$201,016.00 ",2020,216,Hybrid,71.46,Second,2023,Active,Dealer,"$141,522.64 ",Tier 3
Punjab,7.42,Yamaha,Ray ZR,"$148,120.00 ",2016,216,Hybrid,73.11,First,2016,Expired,Dealer,"$115,810.29 ",Tier 3
Karnataka,74.2,KTM,125 Duke,"$384,093.00 ",2020,216,Hybrid,81.81,First,2020,Expired,Dealer,"$200,553.19 ",Tier 2
Gujarat,7.34,KTM,RC 390,"$163,231.00 ",2019,216,Hybrid,99.61,Third,2022,Expired,Individual,"$86,359.27 ",Metro
Uttar Pradesh,22.98,Hero,Glamour,"$92,797.00 ",2020,217,Petrol,31.95,Second,2024,Active,Dealer,"$39,939.14 ",Metro
Tamil Nadu,73.22,KTM,RC 390,"$311,684.00 ",2016,217,Petrol,38.62,Second,2024,Not Available,Dealer,"$180,718.10 ",Metro
West Bengal,30.53,Yamaha,MT-15,"$232,429.00 ",2016,217,Petrol,39.21,Third,2020,Active,Individual,"$107,519.35 ",Tier 3
Karnataka,74.83,Yamaha,Ray ZR,"$284,611.00 ",2022,217,Petrol,55.17,Third,2023,Not Available,Dealer,"$148,186.89 ",Tier 1
Rajasthan,12.62,Yamaha,R15 V4,"$268,680.00 ",2020,217,Hybrid,81.77,Second,2022,Expired,Dealer,"$197,363.88 ",Tier 1
Rajasthan,11.9,Honda,Unicorn,"$164,495.00 ",2020,217,Hybrid,83.15,Third,2022,Expired,Dealer,"$76,031.46 ",Metro
West Bengal,75.14,Kawasaki,Ninja 400,"$58,852.00 ",2019,217,Electric,88.82,Third,2022,Active,Individual,"$30,188.18 ",Tier 2
Uttar Pradesh,13.27,Kawasaki,Versys 650,"$102,711.00 ",2016,217,Hybrid,91.76,Third,2022,Expired,Individual,"$66,647.71 ",Tier 3
Madhya Pradesh,67.59,Bajaj,Avenger 220,"$89,413.00 ",2023,217,Hybrid,91.9,Third,2024,Not Available,Dealer,"$49,829.08 ",Tier 1
West Bengal,18.72,TVS,Jupiter,"$160,696.00 ",2018,217,Hybrid,91.93,First,2018,Expired,Individual,"$122,626.79 ",Tier 3
Madhya Pradesh,59.65,Hero,Splendor Plus,"$353,387.00 ",2019,217,Hybrid,96.7,Third,2021,Expired,Individual,"$165,229.80 ",Metro
Punjab,61.73,Yamaha,MT-15,"$100,755.00 ",2016,217,Electric,97.79,Third,2018,Not Available,Dealer,"$80,576.57 ",Tier 2
Karnataka,63.16,Yamaha,R15 V4,"$251,733.00 ",2023,218,Petrol,29.46,Third,2023,Expired,Dealer,"$134,705.19 ",Tier 2
Karnataka,61.96,Honda,Shine,"$153,290.00 ",2015,218,Petrol,36.62,First,2015,Expired,Dealer,"$114,763.29 ",Tier 1
Rajasthan,61.89,KTM,390 Adventure,"$296,866.00 ",2024,218,Petrol,39.41,Third,2024,Expired,Individual,"$197,341.10 ",Tier 3
Karnataka,12.86,Royal Enfield,Himalayan,"$192,524.00 ",2017,218,Petrol,40.71,First,2017,Active,Dealer,"$113,448.60 ",Tier 1
Maharashtra,63.61,Yamaha,Fascino 125,"$222,695.00 ",2018,218,Petrol,52.14,Second,2019,Not Available,Individual,"$143,254.93 ",Metro
Madhya Pradesh,44.9,Yamaha,MT-15,"$57,844.00 ",2019,218,Electric,61.1,Second,2022,Not Available,Dealer,"$27,256.09 ",Tier 3
Punjab,57.74,Hero,Splendor Plus,"$202,225.00 ",2015,218,Electric,67.25,Second,2024,Expired,Dealer,"$83,380.89 ",Tier 1
Gujarat,30.43,Hero,Passion Pro,"$122,227.00 ",2015,218,Electric,67.68,Third,2019,Expired,Individual,"$61,002.37 ",Tier 1
Delhi,33.92,Royal Enfield,Meteor 350,"$128,205.00 ",2019,218,Electric,74.88,Third,2019,Active,Individual,"$56,856.73 ",Tier 3
Madhya Pradesh,27.09,Hero,Splendor Plus,"$310,995.00 ",2024,218,Electric,76.49,Third,2024,Not Available,Dealer,"$200,935.39 ",Metro
Uttar Pradesh,55.18,TVS,Apache RTR 160,"$186,610.00 ",2019,218,Hybrid,79.31,First,2019,Active,Dealer,"$131,577.41 ",Tier 1
Delhi,5.37,Royal Enfield,Himalayan,"$51,475.00 ",2016,218,Electric,84.13,First,2016,Not Available,Dealer,"$35,411.06 ",Metro
West Bengal,66.12,TVS,NTorq 125,"$55,654.00 ",2024,218,Electric,85.99,First,2024,Active,Individual,"$30,656.45 ",Tier 2
Rajasthan,33.89,TVS,Ronin,"$118,604.00 ",2024,218,Electric,97.41,First,2024,Not Available,Dealer,"$87,647.33 ",Tier 1
Punjab,7.21,Hero,Glamour,"$166,340.00 ",2021,218,Electric,97.5,Second,2024,Expired,Dealer,"$79,033.39 ",Tier 1
Madhya Pradesh,68.34,KTM,250 Duke,"$286,659.00 ",2017,218,Electric,98.26,Third,2019,Expired,Individual,"$228,906.48 ",Metro
Punjab,76.75,Kawasaki,Ninja 300,"$184,054.00 ",2019,219,Petrol,37.62,Third,2024,Expired,Dealer,"$117,202.76 ",Metro
Rajasthan,39.13,Kawasaki,Z650,"$53,478.00 ",2023,219,Petrol,47.44,Third,2024,Not Available,Individual,"$33,120.17 ",Tier 2
Maharashtra,57.54,Honda,Unicorn,"$107,033.00 ",2015,219,Petrol,50.11,Second,2021,Not Available,Dealer,"$55,130.36 ",Tier 2
Uttar Pradesh,53.18,Royal Enfield,Interceptor 650,"$370,280.00 ",2021,219,Petrol,54.46,Third,2024,Not Available,Individual,"$172,156.79 ",Metro
Uttar Pradesh,45.13,Royal Enfield,Hunter 350,"$294,935.00 ",2018,219,Electric,68.4,First,2018,Expired,Dealer,"$183,819.60 ",Tier 1
West Bengal,20.78,Honda,Dio,"$394,766.00 ",2021,219,Electric,73.53,Third,2021,Not Available,Dealer,"$287,837.76 ",Metro
Rajasthan,66.33,Royal Enfield,Hunter 350,"$187,438.00 ",2015,219,Electric,73.63,First,2015,Active,Individual,"$137,750.09 ",Tier 3
Uttar Pradesh,71.1,KTM,Duke 200,"$293,590.00 ",2017,219,Electric,89.14,Second,2022,Expired,Individual,"$126,972.80 ",Tier 2
Karnataka,55.3,Honda,Activa,"$245,248.00 ",2024,219,Hybrid,93.37,Third,2024,Not Available,Dealer,"$186,388.64 ",Tier 3
Karnataka,20.83,Hero,HF Deluxe,"$216,914.00 ",2023,220,Hybrid,68.65,Second,2024,Expired,Dealer,"$103,759.77 ",Tier 3
Tamil Nadu,74.93,Royal Enfield,Meteor 350,"$230,026.00 ",2019,220,Electric,81.37,Second,2022,Not Available,Individual,"$126,586.28 ",Tier 1
